Def Pass Rank,Team,GP_pass_def,CMP_def,ATT_def,CMP%_def,PYA,PYPA_def,PYPG_def,TD_pass_def,INT_def,SCK_def,Week,Def Rec Rank,GP_rec_def,REC_def,RY_def,YP_def,RYPG_def,TD_rec_def,FUM_def,FL_def,Def Rush Rank,GP_def,ATT_rush_def,RY_rush_def,YPC_def,RYPG_rush_def,TD_def,FUM_rush_def,FL_rush_def,Off Pass Rank,GP_pass_off,ATT_off,CMP_off,CMP%_off,PY,PYPA_off,PYPG_off,TD_pass_off,INT_off,SCK_off,Off Rec Rank,GP_rec_off,REC_off,RY_off,YP_off,RYPG_off,TD_rec_off,FUM_off,FL_off,Off Rush Rank,GP_off,ATT_rush_off,RY_rush_off,YPC_off,RYPG_rush_off,TD_off,FUM_rush_off,FL_rush_off,Kick Rank,GP_kicking,FGM,FGA,FG%,FG%_Missing,XPA,XPM,XP%,XP%_Missing,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PYPG_Missing,PB,PR,PRYDS,PRYPG,PRYPG_Missing,Return Rank,GP,KR,KRYDS,KRYPG,KRYPG_Missing,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRYPG_return_Missing,PRLNG,PRT,Win
6,IND,1,20,22,90.9,136,6.2,136,1,0,4,Week 6,6,1,20,136,6.2,136,1,2,1,28,1,33,243,7.4,243,3,2,1,1,1,58,42,72.4,389,6.7,389,3,0,0,1,1,42,389,6.7,389,3,2,0,28,1,16,45,2.8,45,1,2,0,8,1,2,2,100,0,2,2,100,0,28,1,3,110,36.7,0,0,2,19,9.5,0,18,1,3,68,22.7,0,34,0,2,19,9.5,0,19,0,1
7,WAS,1,14,27,51.9,154,5.7,154,1,1,5,Week 6,7,1,14,154,5.7,154,1,2,1,27,1,37,238,6.4,238,0,2,1,28,1,22,12,54.5,86,3.9,86,0,0,3,28,1,12,86,3.9,86,0,1,0,11,1,28,128,4.6,128,1,1,0,11,1,2,3,66.7,0,0,0,0,1,7,1,6,307,51.2,0,0,3,35,11.7,0,11,1,1,27,27,0,27,0,3,35,11.7,0,14,0,1
8,BAL,1,19,27,70.4,155,5.7,155,2,0,4,Week 6,8,1,19,155,5.7,155,2,1,1,12,1,31,83,2.7,83,1,1,1,13,1,32,17,53.1,195,6.1,195,1,1,2,13,1,17,195,6.1,195,1,2,1,4,1,24,211,8.8,211,1,2,1,10,1,2,3,66.7,0,2,2,100,0,13,1,2,95,47.5,0,0,1,12,12,0,1,1,0,0,0,1,0,0,1,12,12,0,12,0,0
9,MIA,1,20,30,66.7,156,5.2,156,2,0,3,Week 6,9,1,20,156,5.2,156,2,1,0,11,1,17,78,4.6,78,1,1,0,2,1,47,30,63.8,385,8.2,385,2,2,6,2,1,30,385,8.2,385,2,2,1,23,1,20,73,3.7,73,0,2,1,16,1,1,2,50,0,1,1,100,0,6,1,6,307,51.2,0,0,3,2,0.7,0,15,1,1,25,25,0,25,0,3,2,0.7,0,4,0,0
10,AZ,1,20,31,64.5,160,5.2,160,0,0,5,Week 6,10,1,20,160,5.2,160,0,2,1,20,1,30,136,4.5,136,1,2,1,17,1,37,23,62.2,171,4.6,171,0,1,6,16,1,23,171,4.6,171,0,3,1,7,1,28,144,5.1,144,0,3,1,19,1,1,1,100,0,1,0,0,0,27,1,4,162,40.5,0,0,3,15,5,0,22,1,2,44,22,0,25,0,3,15,5,0,7,0,0
11,LAC,1,15,28,53.6,160,5.7,160,1,0,4,Week 6,11,1,15,160,5.7,160,1,3,1,15,1,23,98,4.3,98,0,3,1,11,1,57,37,64.9,224,3.9,224,0,1,2,11,1,37,224,3.9,224,0,0,0,22,1,24,73,3,73,1,0,0,4,1,4,4,100,0,1,1,100,0,23,1,4,176,44,0,0,3,39,13,0,19,1,2,45,22.5,0,27,0,3,39,13,0,19,0,1
12,CIN,1,19,36,52.8,171,4.8,171,1,0,1,Week 6,13,1,19,171,4.8,171,1,0,0,26,1,34,228,6.7,228,1,0,0,7,1,37,28,75.7,273,7.4,273,3,0,3,7,1,28,273,7.4,273,3,1,1,20,1,14,75,5.4,75,1,1,1,23,1,1,1,100,0,3,3,100,0,24,1,3,131,43.7,0,0,2,33,16.5,0,24,1,3,62,20.7,0,25,0,2,33,16.5,0,18,0,1
13,SEA,1,23,37,62.2,171,4.6,171,0,1,6,Week 6,12,1,23,171,4.6,171,0,3,1,22,1,28,144,5.1,144,0,3,1,18,1,31,20,64.5,160,5.2,160,0,0,5,19,1,20,160,5.2,160,0,2,1,9,1,30,136,4.5,136,1,2,1,3,1,4,4,100,0,1,1,100,0,11,1,6,293,48.8,0,0,1,8,8,0,4,1,0,0,0,1,0,0,1,8,8,0,8,0,1
14,PHI,1,18,38,47.4,181,4.8,181,1,3,0,Week 6,14,1,18,181,4.8,181,1,0,0,19,1,26,134,5.2,134,1,0,0,24,1,25,15,60,132,5.3,132,2,0,4,24,1,15,132,5.3,132,2,1,0,8,1,39,136,3.5,136,1,1,0,7,1,2,2,100,0,2,2,100,0,14,1,4,187,46.8,0,0,1,14,14,0,3,1,0,0,0,1,0,0,1,14,14,0,14,0,1
15,TB,1,20,30,66.7,193,6.4,193,2,0,2,Week 6,15,1,20,193,6.4,193,2,1,0,10,1,29,77,2.7,77,0,1,0,10,1,40,25,62.5,229,5.7,229,1,0,2,10,1,25,229,5.7,229,1,1,0,21,1,26,75,2.9,75,0,1,0,1,1,4,4,100,0,0,0,0,1,18,1,5,230,46,0,0,3,14,4.7,0,12,1,2,54,27,0,27,0,3,14,4.7,0,6,0,0
16,NYG,1,17,32,53.1,195,6.1,195,1,1,2,Week 6,16,1,17,195,6.1,195,1,2,1,25,1,24,211,8.8,211,1,2,1,21,1,27,19,70.4,155,5.7,155,2,0,4,21,1,19,155,5.7,155,2,1,1,17,1,31,83,2.7,83,1,1,1,20,1,1,1,100,0,3,3,100,0,16,1,4,185,46.3,0,0,1,8,8,0,5,1,1,47,47,0,47,0,1,8,8,0,8,0,1
17,NYJ,1,28,45,62.2,218,4.8,218,1,0,4,Week 6,17,1,28,218,4.8,218,1,2,1,3,1,20,60,3,60,0,2,1,27,1,18,10,55.6,99,5.5,99,0,0,2,27,1,10,99,5.5,99,0,0,0,5,1,33,179,5.4,179,2,0,0,12,1,2,3,66.7,0,3,3,100,0,19,1,6,268,44.7,0,0,3,34,11.3,0,9,1,1,29,29,0,29,0,3,34,11.3,0,19,0,1
18,DEN,1,37,57,64.9,224,3.9,224,0,1,2,Week 6,18,1,37,224,3.9,224,0,0,0,6,1,24,73,3,73,1,0,0,19,1,28,15,53.6,160,5.7,160,1,0,4,18,1,15,160,5.7,160,1,3,1,14,1,23,98,4.3,98,0,3,1,5,1,3,3,100,0,1,1,100,0,17,1,7,323,46.1,0,0,2,0,0,0,14,1,1,26,26,0,26,0,2,0,0,0,0,0,0
19,PIT,1,25,40,62.5,229,5.7,229,1,0,2,Week 6,19,1,25,229,5.7,229,1,1,0,8,1,26,75,2.9,75,0,1,0,14,1,30,20,66.7,193,6.4,193,2,0,2,14,1,20,193,6.4,193,2,1,0,19,1,29,77,2.7,77,0,1,0,13,1,2,2,100,0,2,2,100,0,21,1,5,221,44.2,0,0,3,23,7.7,0,6,1,3,112,37.3,0,89,0,3,23,7.7,0,24,0,1
20,CAR,1,26,33,78.8,249,7.5,249,1,1,1,Week 6,20,1,26,249,7.5,249,1,0,0,16,1,29,111,3.8,111,2,0,0,26,1,21,13,61.9,110,5.2,110,0,1,2,26,1,13,110,5.2,110,0,0,0,16,1,21,93,4.4,93,0,0,0,18,1,1,1,100,0,1,1,100,0,5,1,7,362,51.7,0,0,3,12,4,0,17,1,1,24,24,0,24,0,3,12,4,0,11,0,0
21,NE,1,21,45,46.7,258,5.7,258,1,2,4,Week 6,21,1,21,258,5.7,258,1,3,2,5,1,18,70,3.9,70,0,3,2,5,1,34,24,70.6,301,8.9,301,2,0,2,5,1,24,301,8.9,301,2,1,1,15,1,29,98,3.4,98,3,1,1,17,1,1,2,50,0,5,5,100,0,26,1,4,164,41,0,0,3,35,11.7,0,27,1,2,39,19.5,0,20,0,3,35,11.7,0,16,0,1
22,NO,1,28,37,75.7,273,7.4,273,3,0,3,Week 6,22,1,28,273,7.4,273,3,1,1,9,1,14,75,5.4,75,1,1,1,16,1,36,19,52.8,171,4.8,171,1,0,1,17,1,19,171,4.8,171,1,0,0,3,1,34,228,6.7,228,1,0,0,2,1,4,4,100,0,2,2,100,0,9,1,3,149,49.7,0,0,1,6,6,0,25,1,1,20,20,0,20,0,1,6,6,0,6,0,0
23,ATL,1,29,41,70.7,296,7.2,296,2,2,0,Week 6,23,1,29,296,7.2,296,2,1,1,2,1,16,50,3.1,50,0,1,1,25,1,14,13,92.9,121,8.6,121,2,0,2,25,1,13,121,8.6,121,2,1,0,6,1,40,168,4.2,168,1,1,0,28,1,0,0,0,1,4,4,100,0,25,1,5,215,43,0,0,2,48,24,0,10,1,1,28,28,0,28,0,2,48,24,0,29,0,1
24,CLE,1,24,34,70.6,301,8.9,301,2,0,2,Week 6,24,1,24,301,8.9,301,2,1,1,14,1,29,98,3.4,98,3,1,1,8,1,45,21,46.7,258,5.7,258,1,2,4,8,1,21,258,5.7,258,1,3,2,24,1,18,70,3.9,70,0,3,2,6,1,3,3,100,0,0,0,0,1,20,1,3,133,44.3,0,0,2,7,3.5,0,23,1,5,106,21.2,0,27,0,2,7,3.5,0,7,0,0
25,KC,1,27,40,67.5,318,8,318,3,0,1,Week 6,25,1,27,318,8,318,3,1,1,17,1,31,125,4,125,0,1,1,3,1,40,25,62.5,319,8,319,2,2,3,3,1,25,319,8,319,2,1,0,25,1,18,68,3.8,68,0,1,0,9,1,2,3,66.7,0,2,2,100,0,2,1,3,173,57.7,0,0,2,16,8,0,28,1,4,52,13,0,18,0,2,16,8,0,10,0,0
26,BUF,1,25,40,62.5,319,8,319,2,2,3,Week 6,26,1,25,319,8,319,2,1,0,4,1,18,68,3.8,68,0,1,0,4,1,40,27,67.5,318,8,318,3,0,1,4,1,27,318,8,318,3,1,1,12,1,31,125,4,125,0,1,1,21,1,1,1,100,0,3,3,100,0,3,1,2,108,54,0,0,2,6,3,0,13,1,1,26,26,0,26,0,2,6,3,0,10,0,1
27,MIN,1,30,47,63.8,385,8.2,385,2,2,6,Week 6,27,1,30,385,8.2,385,2,2,1,7,1,20,73,3.7,73,0,2,1,20,1,30,20,66.7,156,5.2,156,2,0,3,20,1,20,156,5.2,156,2,1,0,18,1,17,78,4.6,78,1,1,0,24,1,1,1,100,0,2,1,50,0,22,1,10,441,44.1,0,0,3,36,12,0,2,1,0,0,0,1,0,0,3,36,12,0,25,0,1
28,JAX,1,42,58,72.4,389,6.7,389,3,0,0,Week 6,28,1,42,389,6.7,389,3,2,0,1,1,16,45,2.8,45,1,2,0,23,1,22,20,90.9,136,6.2,136,1,0,4,23,1,20,136,6.2,136,1,2,1,1,1,33,243,7.4,243,3,2,1,27,1,0,0,0,1,3,3,100,0,8,1,3,151,50.3,0,0,1,8,8,0,26,1,4,78,19.5,0,23,0,1,8,8,0,8,0,0
1,CLE,1,9,16,56.3,94,5.9,94,0,0,3,Week 7,1,1,9,94,5.9,94,0,1,1,22,1,44,160,3.6,160,2,1,1,13,1,27,22,81.5,223,8.3,223,0,0,5,13,1,22,223,8.3,223,0,3,2,14,1,24,113,4.7,113,2,3,2,13,1,2,3,66.7,0,2,2,100,0,2,1,3,173,57.7,0,0,2,14,7,0,10,1,1,27,27,0,27,0,2,14,7,0,8,0,0
2,DEN,1,16,26,61.5,105,4,105,0,0,3,Week 7,2,1,16,105,4,105,0,0,0,21,1,24,155,6.5,155,1,0,0,14,1,46,24,52.2,219,4.8,219,0,1,1,14,1,24,219,4.8,219,0,1,0,19,1,28,105,3.8,105,1,1,0,15,1,1,2,50,0,1,0,0,0,25,1,6,240,40,0,0,1,2,2,0,6,1,0,0,0,1,0,0,1,2,2,0,2,0,0
3,CIN,1,8,13,61.5,107,8.2,107,1,0,3,Week 7,3,1,8,107,8.2,107,1,1,0,11,1,29,107,3.7,107,1,1,0,1,1,42,34,81,459,10.9,459,3,0,3,1,1,34,459,10.9,459,3,0,0,23,1,21,78,3.7,78,2,0,0,28,1,0,0,0,1,5,5,100,0,13,1,2,93,46.5,0,0,3,40,13.3,0,27,1,2,31,15.5,0,17,0,3,40,13.3,0,21,0,1
4,IND,1,13,20,65,116,5.8,116,0,0,2,Week 7,4,1,13,116,5.8,116,0,1,1,18,1,35,138,3.9,138,0,1,1,12,1,44,33,75,227,5.2,227,1,2,3,12,1,33,227,5.2,227,1,1,1,25,1,17,65,3.8,65,0,1,1,17,1,1,1,100,0,1,1,100,0,26,1,5,176,35.2,0,0,3,47,15.7,0,26,1,3,48,16,0,18,0,3,47,15.7,0,24,0,0
5,NE,1,13,21,61.9,147,7,147,1,1,4,Week 7,5,1,13,147,7,147,1,5,0,28,1,45,243,5.4,243,2,5,0,21,1,28,17,60.7,190,6.8,190,1,3,1,20,1,17,190,6.8,190,1,1,1,24,1,19,70,3.7,70,1,1,1,27,1,0,0,0,1,2,2,100,0,23,1,4,160,40,0,0,2,12,6,0,17,1,5,113,22.6,0,27,0,2,12,6,0,9,0,0
6,TB,1,16,22,72.7,170,7.7,170,2,0,1,Week 7,6,1,16,170,7.7,170,2,0,0,25,1,27,173,6.4,173,1,0,0,8,1,49,32,65.3,276,5.6,276,0,0,1,7,1,32,276,5.6,276,0,1,0,27,1,16,46,2.9,46,0,1,0,18,1,1,1,100,0,0,0,0,1,15,1,6,279,46.5,0,0,4,46,11.5,0,15,1,2,46,23,0,30,0,4,46,11.5,0,20,0,0
7,NO,1,20,29,69,189,6.5,189,1,0,2,Week 7,7,1,20,189,6.5,189,1,2,0,17,1,29,137,4.7,137,2,2,0,3,1,49,32,65.3,409,8.3,409,4,3,0,3,1,32,409,8.3,409,4,0,0,22,1,22,85,3.9,85,0,0,0,14,1,2,2,100,0,4,4,100,0,12,1,2,94,47,0,0,2,28,14,0,14,1,1,23,23,0,23,0,2,28,14,0,14,0,0
8,CHI,1,17,28,60.7,190,6.8,190,1,3,1,Week 7,8,1,17,190,6.8,190,1,1,1,5,1,19,70,3.7,70,1,1,1,24,1,21,13,61.9,147,7,147,1,1,4,24,1,13,147,7,147,1,5,0,1,1,45,243,5.4,243,2,5,0,2,1,4,4,100,0,3,3,100,0,22,1,2,81,40.5,0,0,3,33,11,0,12,1,2,49,24.5,0,27,0,3,33,11,0,27,0,1
9,LAC,1,20,27,74.1,190,7,190,2,1,2,Week 7,9,1,20,190,7,190,2,1,1,26,1,34,214,6.3,214,2,1,1,7,1,51,33,64.7,276,5.4,276,2,1,3,8,1,33,276,5.4,276,2,2,1,26,1,15,53,3.5,53,1,2,1,26,1,0,0,0,1,3,3,100,0,17,1,5,228,45.6,0,0,0,0,0,1,23,1,3,53,17.7,0,21,0,0,0,0,1,0,0,0
10,DET,1,19,25,76,191,7.6,191,1,0,2,Week 7,10,1,19,191,7.6,191,1,2,1,19,1,32,139,4.3,139,2,2,1,17,1,26,21,80.8,195,7.5,195,0,2,5,17,1,21,195,7.5,195,0,4,3,13,1,25,117,4.7,117,0,4,3,12,1,2,2,100,0,0,0,0,1,10,1,3,144,48,0,0,1,13,13,0,1,1,0,0,0,1,0,0,1,13,13,0,13,0,0
11,WAS,1,23,35,65.7,194,5.5,194,2,0,0,Week 7,11,1,23,194,5.5,194,2,3,1,1,1,12,38,3.2,38,0,3,1,16,1,33,20,60.6,198,6,198,2,1,1,16,1,20,198,6,198,2,0,0,5,1,38,166,4.4,166,0,0,0,7,1,3,4,75,0,2,2,100,0,9,1,4,192,48,0,0,2,8,4,0,11,1,3,78,26,0,32,0,2,8,4,0,5,0,1
12,DAL,1,21,26,80.8,195,7.5,195,0,2,5,Week 7,12,1,21,195,7.5,195,0,4,3,16,1,25,117,4.7,117,0,4,3,19,1,25,19,76,191,7.6,191,1,0,2,19,1,19,191,7.6,191,1,2,1,10,1,32,139,4.3,139,2,2,1,22,1,1,1,100,0,3,3,100,0,8,1,5,243,48.6,0,0,2,66,33,0,4,1,0,0,0,1,0,0,2,66,33,0,52,0,1
13,GB,1,20,33,60.6,198,6,198,2,1,1,Week 7,13,1,20,198,6,198,2,0,0,24,1,38,166,4.4,166,0,0,0,18,1,35,23,65.7,194,5.5,194,2,0,0,18,1,23,194,5.5,194,2,3,1,28,1,12,38,3.2,38,0,3,1,24,1,0,0,0,1,3,3,100,0,21,1,5,208,41.6,0,0,2,16,8,0,3,1,0,0,0,1,0,0,2,16,8,0,16,0,0
14,JAX,1,19,30,63.3,200,6.7,200,1,0,1,Week 7,14,1,19,200,6.7,200,1,0,0,27,1,39,236,6.1,236,1,0,0,5,1,44,22,50,310,7,310,0,0,0,5,1,22,310,7,310,0,1,1,9,1,21,142,6.8,142,2,1,1,20,1,1,1,100,0,1,0,0,0,6,1,2,106,53,0,0,0,0,0,1,16,1,3,68,22.7,0,27,0,0,0,0,1,0,0,0
15,NYJ,1,24,46,52.2,219,4.8,219,0,1,1,Week 7,15,1,24,219,4.8,219,0,1,0,10,1,28,105,3.8,105,1,1,0,27,1,26,16,61.5,105,4,105,0,0,3,27,1,16,105,4,105,0,0,0,8,1,24,155,6.5,155,1,0,0,4,1,3,3,100,0,1,1,100,0,4,1,8,438,54.8,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,1
16,BAL,1,22,27,81.5,223,8.3,223,0,0,5,Week 7,16,1,22,223,8.3,223,0,3,2,15,1,24,113,4.7,113,2,3,2,28,1,16,9,56.3,94,5.9,94,0,0,3,28,1,9,94,5.9,94,0,1,1,7,1,44,160,3.6,160,2,1,1,5,1,3,3,100,0,2,2,100,0,1,1,3,181,60.3,0,0,1,46,46,0,9,1,0,0,0,1,0,0,1,46,46,0,46,0,1
17,TEN,1,33,44,75,227,5.2,227,1,2,3,Week 7,17,1,33,227,5.2,227,1,1,1,4,1,17,65,3.8,65,0,1,1,25,1,20,13,65,116,5.8,116,0,0,2,25,1,13,116,5.8,116,0,1,1,11,1,35,138,3.9,138,0,1,1,1,1,4,4,100,0,1,1,100,0,5,1,3,164,54.7,0,0,0,0,0,1,18,1,2,45,22.5,0,28,0,0,0,0,1,0,0,1
18,HOU,1,21,27,77.8,236,8.7,236,1,0,1,Week 7,18,1,21,236,8.7,236,1,2,0,23,1,27,164,6.1,164,3,2,0,6,1,41,28,68.3,296,7.2,296,2,1,1,6,1,28,296,7.2,296,2,0,0,17,1,23,108,4.7,108,0,0,0,10,1,2,3,66.7,0,2,2,100,0,3,1,1,55,55,0,0,1,1,1,0,21,1,4,78,19.5,0,25,0,1,1,1,0,1,0,0
19,MIA,1,32,44,72.7,246,5.6,246,1,3,2,Week 7,19,1,32,246,5.6,246,1,0,0,8,1,23,95,4.1,95,0,0,0,9,1,35,21,60,261,7.5,261,1,0,0,9,1,21,261,7.5,261,1,1,0,16,1,27,111,4.1,111,0,1,0,8,1,3,3,100,0,1,1,100,0,19,1,6,256,42.7,0,0,1,1,1,0,28,1,2,28,14,0,28,0,1,1,1,0,1,0,1
20,PIT,1,21,35,60,261,7.5,261,1,0,0,Week 7,20,1,21,261,7.5,261,1,1,0,13,1,27,111,4.1,111,0,1,0,10,1,44,32,72.7,246,5.6,246,1,3,2,10,1,32,246,5.6,246,1,0,0,21,1,23,95,4.1,95,0,0,0,16,1,1,1,100,0,1,1,100,0,20,1,6,251,41.8,0,0,3,19,6.3,0,24,1,2,35,17.5,0,27,0,3,19,6.3,0,10,0,0
21,SEA,1,33,51,64.7,276,5.4,276,2,1,3,Week 7,21,1,33,276,5.4,276,2,2,1,3,1,15,53,3.5,53,1,2,1,20,1,27,20,74.1,190,7,190,2,1,2,21,1,20,190,7,190,2,1,1,3,1,34,214,6.3,214,2,1,1,6,1,3,3,100,0,4,4,100,0,16,1,1,46,46,0,0,1,0,0,0,19,1,2,45,22.5,0,25,0,1,0,0,0,0,0,1
22,CAR,1,32,49,65.3,276,5.6,276,0,0,1,Week 7,22,1,32,276,5.6,276,0,1,0,2,1,16,46,2.9,46,0,1,0,23,1,22,16,72.7,170,7.7,170,2,0,1,23,1,16,170,7.7,170,2,0,0,4,1,27,173,6.4,173,1,0,0,25,1,0,0,0,1,3,3,100,0,7,1,7,360,51.4,0,0,1,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1
23,LV,1,28,41,68.3,296,7.2,296,2,1,1,Week 7,23,1,28,296,7.2,296,2,0,0,12,1,23,108,4.7,108,0,0,0,11,1,27,21,77.8,236,8.7,236,1,0,1,11,1,21,236,8.7,236,1,2,0,6,1,27,164,6.1,164,3,2,0,21,1,1,1,100,0,5,5,100,0,14,1,2,93,46.5,0,0,1,0,0,0,22,1,4,73,18.3,0,20,0,1,0,0,0,0,0,1
24,NYG,1,22,44,50,310,7,310,0,0,0,Week 7,24,1,22,310,7,310,0,1,1,20,1,21,142,6.8,142,2,1,1,15,1,30,19,63.3,200,6.7,200,1,0,1,15,1,19,200,6.7,200,1,0,0,2,1,39,236,6.1,236,1,0,0,3,1,3,3,100,0,2,2,100,0,24,1,2,80,40,0,0,1,2,2,0,8,1,0,0,0,1,0,0,1,2,2,0,2,0,1
25,KC,1,29,46,63,343,7.5,343,2,2,5,Week 7,25,1,29,343,7.5,343,2,1,1,9,1,21,101,4.8,101,0,1,1,2,1,36,25,69.4,417,11.6,417,3,1,1,2,1,25,417,11.6,417,3,2,1,15,1,21,112,5.3,112,3,2,1,23,1,0,1,0,0,6,6,100,0,27,1,1,33,33,0,0,1,0,0,0,20,1,6,130,21.7,0,48,0,1,0,0,0,0,0,1
26,AZ,1,32,49,65.3,409,8.3,409,4,3,0,Week 7,26,1,32,409,8.3,409,4,0,0,7,1,22,85,3.9,85,0,0,0,22,1,29,20,69,189,6.5,189,1,0,2,22,1,20,189,6.5,189,1,2,0,12,1,29,137,4.7,137,2,2,0,11,1,2,2,100,0,3,2,66.7,0,18,1,4,177,44.3,0,0,0,0,0,1,13,1,2,48,24,0,31,0,0,0,0,1,0,0,1
27,SF,1,25,36,69.4,417,11.6,417,3,1,1,Week 7,27,1,25,417,11.6,417,3,2,1,14,1,21,112,5.3,112,3,2,1,4,1,46,29,63,343,7.5,343,2,2,5,4,1,29,343,7.5,343,2,1,1,20,1,21,101,4.8,101,0,1,1,9,1,3,3,100,0,2,2,100,0,28,1,1,29,29,0,0,0,0,0,1,25,1,4,64,16,0,22,0,0,0,0,1,0,0,0
28,ATL,1,34,42,81,459,10.9,459,3,0,3,Week 7,28,1,34,459,10.9,459,3,0,0,6,1,21,78,3.7,78,2,0,0,26,1,13,8,61.5,107,8.2,107,1,0,3,26,1,8,107,8.2,107,1,1,0,18,1,29,107,3.7,107,1,1,0,19,1,1,1,100,0,2,2,100,0,11,1,6,282,47,0,0,2,64,32,0,2,1,0,0,0,1,0,0,2,64,32,0,56,0,0
1,HOU,1,6,10,60,40,4,40,0,1,3,Week 8,1,1,6,40,4,40,0,1,1,30,1,45,314,7,314,2,1,1,28,1,30,17,56.7,118,3.9,118,1,1,3,28,1,17,118,3.9,118,1,0,0,28,1,18,43,2.4,43,0,0,0,18,1,1,1,100,0,1,1,100,0,17,1,8,374,46.8,0,0,3,18,6,0,19,1,2,39,19.5,0,20,0,3,18,6,0,12,0,0
2,DEN,1,18,31,58.1,114,3.7,114,1,2,2,Week 8,2,1,18,114,3.7,114,1,2,0,25,1,32,191,6,191,1,2,0,14,1,30,18,60,230,7.7,230,1,1,3,14,1,18,230,7.7,230,1,0,0,19,1,28,101,3.6,101,2,0,0,28,1,0,0,0,1,3,3,100,0,8,1,6,307,51.2,0,0,4,22,5.5,0,24,1,2,35,17.5,0,22,0,4,22,5.5,0,12,0,1
3,TEN,1,17,30,56.7,118,3.9,118,1,1,3,Week 8,3,1,17,118,3.9,118,1,0,0,3,1,18,43,2.4,43,0,0,0,30,1,10,6,60,40,4,40,0,1,3,30,1,6,40,4,40,0,1,1,1,1,45,314,7,314,2,1,1,14,1,1,2,50,0,2,2,100,0,13,1,5,242,48.4,0,0,4,40,10,0,25,1,1,17,17,0,17,0,4,40,10,0,16,0,1
4,DAL,1,18,24,75,131,5.5,131,2,0,4,Week 8,4,1,18,131,5.5,131,2,1,1,29,1,43,240,5.6,240,2,1,1,11,1,27,21,77.8,242,9,242,2,1,1,11,1,21,242,9,242,2,0,0,5,1,29,200,6.9,200,4,0,0,30,1,0,0,0,1,7,7,100,0,1,1,2,142,71,0,0,2,15,7.5,0,17,1,1,21,21,0,21,0,2,15,7.5,0,13,0,1
5,NO,1,23,39,59,145,3.7,145,0,1,4,Week 8,5,1,23,145,3.7,145,0,0,0,2,1,13,38,2.9,38,0,0,0,13,1,31,23,74.2,231,7.5,231,2,0,0,13,1,23,231,7.5,231,2,0,0,13,1,32,136,4.3,136,1,0,0,15,1,1,2,50,0,3,3,100,0,26,1,2,80,40,0,0,2,15,7.5,0,1,1,0,0,0,1,0,0,2,15,7.5,0,10,0,1
6,SEA,1,17,31,54.8,147,4.7,147,0,0,5,Week 8,6,1,17,147,4.7,147,0,3,2,7,1,28,78,2.8,78,1,3,2,19,1,34,23,67.6,190,5.6,190,2,0,3,19,1,23,190,5.6,190,2,1,1,21,1,25,87,3.5,87,1,1,1,11,1,2,2,100,0,3,3,100,0,12,1,6,291,48.5,0,0,2,16,8,0,7,1,1,26,26,0,26,0,2,16,8,0,8,0,1
7,PHI,1,27,40,67.5,156,3.9,156,1,1,6,Week 8,7,1,27,156,3.9,156,1,2,1,19,1,24,144,6,144,0,2,1,7,1,30,20,66.7,290,9.7,290,4,0,3,7,1,20,290,9.7,290,4,0,0,16,1,20,111,5.6,111,1,0,0,27,1,0,0,0,1,5,5,100,0,20,1,4,183,45.8,0,0,2,8,4,0,13,1,3,67,22.3,0,26,0,2,8,4,0,5,0,1
8,NYJ,1,24,35,68.6,161,4.6,161,1,1,6,Week 8,8,1,24,161,4.6,161,1,1,0,16,1,34,127,3.7,127,0,1,0,2,1,41,20,48.8,336,8.2,336,2,3,2,2,1,20,336,8.2,336,2,0,0,26,1,15,51,3.4,51,0,0,0,17,1,1,2,50,0,2,2,100,0,15,1,4,188,47,0,0,0,0,0,1,22,1,2,36,18,0,21,0,0,0,0,1,0,0,0
9,SF,1,22,33,66.7,167,5.1,167,1,0,2,Week 8,9,1,22,167,5.1,167,1,0,0,6,1,21,56,2.7,56,1,0,0,10,1,26,22,84.6,257,9.9,257,3,0,3,10,1,22,257,9.9,257,3,1,0,17,1,23,111,4.8,111,1,1,0,19,1,1,1,100,0,4,4,100,0,24,1,3,123,41,0,0,3,34,11.3,0,6,1,2,66,33,0,39,0,3,34,11.3,0,15,0,1
10,WAS,1,17,23,73.9,189,8.2,189,0,0,2,Week 8,10,1,17,189,8.2,189,0,2,2,17,1,29,135,4.7,135,1,2,2,9,1,31,23,74.2,266,8.6,266,1,1,2,9,1,23,266,8.6,266,1,0,0,20,1,28,96,3.4,96,1,0,0,21,1,1,1,100,0,2,2,100,0,11,1,6,294,49,0,0,3,23,7.7,0,18,1,2,41,20.5,0,25,0,3,23,7.7,0,12,0,1
11,NYG,1,23,34,67.6,190,5.6,190,2,0,3,Week 8,11,1,23,190,5.6,190,2,1,1,10,1,25,87,3.5,87,1,1,1,25,1,31,17,54.8,147,4.7,147,0,0,5,25,1,17,147,4.7,147,0,3,2,23,1,28,78,2.8,78,1,3,2,9,1,2,2,100,0,1,1,100,0,4,1,6,322,53.7,0,0,5,28,5.6,0,15,1,3,63,21,0,27,0,5,28,5.6,0,12,0,0
