Def Pass Rank,Team,GP_pass_def,CMP_def,ATT_def,CMP%_def,PYA,PYPA_def,PYPG_def,TD_pass_def,INT_def,SCK_def,Week,Def Rec Rank,GP_rec_def,REC_def,RY_def,YP_def,RYPG_def,TD_rec_def,FUM_def,FL_def,Def Rush Rank,GP_def,ATT_rush_def,RY_rush_def,YPC_def,RYPG_rush_def,TD_def,FUM_rush_def,FL_rush_def,Off Pass Rank,GP_pass_off,ATT_off,CMP_off,CMP%_off,PY,PYPA_off,PYPG_off,TD_pass_off,INT_off,SCK_off,Off Rec Rank,GP_rec_off,REC_off,RY_off,YP_off,RYPG_off,TD_rec_off,FUM_off,FL_off,Off Rush Rank,GP_off,ATT_rush_off,RY_rush_off,YPC_off,RYPG_rush_off,TD_off,FUM_rush_off,FL_rush_off,Kick Rank,GP_kicking,FGM,FGA,FG%,FG%_Missing,XPA,XPM,XP%,XP%_Missing,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PYPG_Missing,PB,PR,PRYDS,PRYPG,PRYPG_Missing,Return Rank,GP,KR,KRYDS,KRYPG,KRYPG_Missing,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRYPG_return_Missing,PRLNG,PRT,Win
12,BUF,1,19,30,63.3,190,6.3,190,2,1,2,Week 8,12,1,19,190,6.3,190,2,0,0,27,1,31,208,6.7,208,0,0,0,16,1,25,13,52,216,8.6,216,2,2,2,16,1,13,216,8.6,216,2,1,0,11,1,27,153,5.7,153,1,1,0,5,1,2,2,100,0,3,3,100,0,29,1,2,73,36.5,0,0,1,17,17,0,10,1,3,72,24,0,33,0,1,17,17,0,17,0,1
13,CLE,1,25,35,71.4,193,5.5,193,2,1,5,Week 8,13,1,25,193,5.5,193,2,1,1,1,1,10,36,3.6,36,0,1,1,8,1,23,17,73.9,268,11.7,268,1,1,2,8,1,17,268,11.7,268,1,1,1,8,1,44,172,3.9,172,3,1,1,13,1,1,2,50,0,3,3,100,0,30,1,2,67,33.5,0,0,1,11,11,0,30,1,1,11,11,0,11,0,1,11,11,0,11,0,1
14,AZ,1,24,36,66.7,208,5.8,208,2,0,3,Week 8,14,1,24,208,5.8,208,2,1,1,24,1,29,173,6,173,3,1,1,6,1,44,31,70.5,297,6.8,297,3,2,4,6,1,31,297,6.8,297,3,2,1,24,1,22,78,3.5,78,0,2,1,7,1,2,2,100,0,2,2,100,0,19,1,3,139,46.3,0,0,3,13,4.3,0,23,1,1,18,18,0,18,0,3,13,4.3,0,9,0,0
15,GB,1,13,25,52,216,8.6,216,2,2,2,Week 8,15,1,13,216,8.6,216,2,1,0,20,1,27,153,5.7,153,1,1,0,20,1,30,19,63.3,190,6.3,190,2,1,2,20,1,19,190,6.3,190,2,0,0,4,1,31,208,6.7,208,0,0,0,16,1,1,2,50,0,2,2,100,0,23,1,2,89,44.5,0,0,1,3,3,0,27,1,4,67,16.8,0,20,0,1,3,3,0,3,0,0
16,TB,1,27,38,71.1,222,5.8,222,2,0,3,Week 8,16,1,27,222,5.8,222,2,0,0,28,1,33,231,7,231,1,0,0,5,1,44,26,59.1,305,6.9,305,1,0,3,5,1,26,305,6.9,305,1,1,1,27,1,15,44,2.9,44,1,1,1,4,1,3,3,100,0,1,1,100,0,5,1,5,267,53.4,0,0,3,33,11,0,3,1,0,0,0,1,0,0,3,33,11,0,18,0,0
17,JAX,1,18,30,60,230,7.7,230,1,1,3,Week 8,17,1,18,230,7.7,230,1,0,0,12,1,28,101,3.6,101,2,0,0,29,1,31,18,58.1,114,3.7,114,1,2,2,29,1,18,114,3.7,114,1,2,0,6,1,32,191,6,191,1,2,0,22,1,1,1,100,0,2,2,100,0,14,1,6,287,47.8,0,0,4,25,6.3,0,8,1,2,51,25.5,0,29,0,4,25,6.3,0,10,0,0
18,LV,1,23,31,74.2,231,7.5,231,2,0,0,Week 8,18,1,23,231,7.5,231,2,0,0,18,1,32,136,4.3,136,1,0,0,26,1,39,23,59,145,3.7,145,0,1,4,26,1,23,145,3.7,145,0,0,0,29,1,13,38,2.9,38,0,0,0,26,1,0,0,0,1,0,0,0,1,21,1,5,229,45.8,0,0,1,3,3,0,16,1,2,42,21,0,22,0,1,3,3,0,3,0,0
19,CAR,1,20,28,71.4,239,8.5,239,3,2,2,Week 8,19,1,20,239,8.5,239,3,1,0,21,1,37,167,4.5,167,0,1,0,4,1,36,19,52.8,309,8.6,309,1,1,1,4,1,19,309,8.6,309,1,0,0,9,1,36,169,4.7,169,3,0,0,10,1,2,3,66.7,0,3,2,66.7,0,16,1,3,141,47,0,0,4,46,11.5,0,2,1,0,0,0,1,0,0,4,46,11.5,0,22,0,0
20,CHI,1,21,27,77.8,242,9,242,2,1,1,Week 8,20,1,21,242,9,242,2,0,0,26,1,29,200,6.9,200,4,0,0,27,1,24,18,75,131,5.5,131,2,0,4,27,1,18,131,5.5,131,2,1,1,2,1,43,240,5.6,240,2,1,1,23,1,1,1,100,0,2,2,100,0,9,1,4,203,50.8,0,0,1,9,9,0,14,1,1,22,22,0,22,0,1,9,9,0,9,0,0
21,LAR,1,22,26,84.6,257,9.9,257,3,0,3,Week 8,21,1,22,257,9.9,257,3,1,0,14,1,23,111,4.8,111,1,1,0,22,1,33,22,66.7,167,5.1,167,1,0,2,22,1,22,167,5.1,167,1,0,0,25,1,21,56,2.7,56,1,0,0,29,1,0,0,0,1,2,2,100,0,10,1,5,253,50.6,0,0,1,0,0,0,9,1,2,50,25,0,29,0,1,0,0,0,0,0,0
22,IND,1,23,31,74.2,266,8.6,266,1,1,2,Week 8,22,1,23,266,8.6,266,1,0,0,11,1,28,96,3.4,96,1,0,0,21,1,23,17,73.9,189,8.2,189,0,0,2,21,1,17,189,8.2,189,0,2,2,14,1,29,135,4.7,135,1,2,2,3,1,3,3,100,0,1,1,100,0,3,1,4,227,56.8,0,0,2,19,9.5,0,5,1,0,0,0,1,0,0,2,19,9.5,0,10,0,0
23,CIN,1,17,23,73.9,268,11.7,268,1,1,2,Week 8,23,1,17,268,11.7,268,1,1,1,23,1,44,172,3.9,172,3,1,1,18,1,35,25,71.4,193,5.5,193,2,1,5,18,1,25,193,5.5,193,2,1,1,30,1,10,36,3.6,36,0,1,1,24,1,0,1,0,0,2,1,50,0,28,1,4,147,36.8,0,0,1,15,15,0,20,1,3,56,18.7,0,20,0,1,15,15,0,15,0,0
24,PIT,1,20,30,66.7,290,9.7,290,4,0,3,Week 8,24,1,20,290,9.7,290,4,0,0,15,1,20,111,5.6,111,1,0,0,24,1,40,27,67.5,156,3.9,156,1,1,6,24,1,27,156,3.9,156,1,2,1,12,1,24,144,6,144,0,2,1,8,1,2,2,100,0,1,1,100,0,22,1,4,180,45,0,0,1,10,10,0,12,1,2,47,23.5,0,27,0,1,10,10,0,10,0,0
25,MIN,1,31,44,70.5,297,6.8,297,3,2,4,Week 8,25,1,31,297,6.8,297,3,2,1,8,1,22,78,3.5,78,0,2,1,17,1,36,24,66.7,208,5.8,208,2,0,3,17,1,24,208,5.8,208,2,1,1,7,1,29,173,6,173,3,1,1,25,1,0,1,0,0,5,4,80,0,18,1,5,233,46.6,0,0,2,6,3,0,4,1,0,0,0,1,0,0,2,6,3,0,6,0,1
26,BAL,1,26,44,59.1,305,6.9,305,1,0,3,Week 8,26,1,26,305,6.9,305,1,1,1,4,1,15,44,2.9,44,1,1,1,15,1,38,27,71.1,222,5.8,222,2,0,3,15,1,27,222,5.8,222,2,0,0,3,1,33,231,7,231,1,0,0,6,1,2,3,66.7,0,3,3,100,0,7,1,4,210,52.5,0,0,3,27,9,0,11,1,3,72,24,0,33,0,3,27,9,0,13,0,1
27,ATL,1,19,36,52.8,309,8.6,309,1,1,1,Week 8,27,1,19,309,8.6,309,1,0,0,22,1,36,169,4.7,169,3,0,0,12,1,28,20,71.4,239,8.5,239,3,2,2,12,1,20,239,8.5,239,3,1,0,10,1,37,167,4.5,167,0,1,0,2,1,3,3,100,0,4,4,100,0,6,1,4,210,52.5,0,0,1,19,19,0,21,1,4,74,18.5,0,26,0,1,19,19,0,19,0,1
28,MIA,1,27,37,73,311,8.4,311,1,0,1,Week 8,28,1,27,311,8.4,311,1,0,0,9,1,19,82,4.3,82,2,0,0,1,1,36,29,80.6,369,10.3,369,3,0,2,1,1,29,369,10.2,369,3,1,1,18,1,26,107,4.1,107,1,1,1,20,1,1,1,100,0,4,4,100,0,27,1,1,38,38,0,0,2,24,12,0,29,1,1,13,13,0,13,0,2,24,12,0,13,0,1
29,NE,1,20,41,48.8,336,8.2,336,2,3,2,Week 8,29,1,20,336,8.2,336,2,0,0,5,1,15,51,3.4,51,0,0,0,23,1,35,24,68.6,161,4.6,161,1,1,6,23,1,24,161,4.6,161,1,1,0,15,1,34,127,3.7,127,0,1,0,1,1,5,5,100,0,1,1,100,0,25,1,4,163,40.8,0,0,2,32,16,0,28,1,1,16,16,0,16,0,2,32,16,0,32,0,1
30,DET,1,29,36,80.6,369,10.3,369,3,0,2,Week 8,30,1,29,369,10.2,369,3,1,1,13,1,26,107,4.1,107,1,1,1,3,1,37,27,73,311,8.4,311,1,0,1,3,1,27,311,8.4,311,1,0,0,22,1,19,82,4.3,82,2,0,0,12,1,2,2,100,0,3,3,100,0,2,1,2,117,58.5,0,0,1,4,4,0,26,1,1,17,17,0,17,0,1,4,4,0,4,0,0
1,NE,1,15,29,51.7,43,1.5,43,0,1,9,Week 9,1,1,15,43,1.5,43,0,0,0,10,1,22,78,3.5,78,0,0,0,20,1,30,20,66.7,133,4.4,133,1,0,4,20,1,20,133,4.4,133,1,2,1,21,1,28,70,2.5,70,0,2,1,1,1,4,4,100,0,2,2,100,0,25,1,7,271,38.7,0,0,3,34,11.3,0,5,1,1,32,32,0,32,0,3,34,11.3,0,23,0,1
2,KC,1,5,16,31.3,57,3.6,57,0,0,3,Week 9,2,1,5,57,3.6,57,0,0,0,21,1,29,172,5.9,172,2,0,0,1,1,68,43,63.2,422,6.2,422,1,1,4,1,1,43,422,6.2,422,1,0,0,19,1,19,77,4.1,77,1,0,0,4,1,2,3,66.7,0,1,0,0,0,18,1,6,283,47.2,0,0,5,59,11.8,0,16,1,2,39,19.5,0,26,0,5,59,11.8,0,22,0,1
3,LAC,1,12,23,52.2,114,5,114,0,0,2,Week 9,3,1,12,114,5,114,0,2,2,24,1,35,201,5.7,201,2,2,2,8,1,43,30,69.8,245,5.7,245,1,1,0,8,1,30,245,5.7,245,1,1,1,16,1,24,91,3.8,91,1,1,1,5,1,2,2,100,0,2,2,100,0,22,1,4,168,42,0,0,3,29,9.7,0,19,1,1,18,18,0,18,0,3,29,9.7,0,16,0,1
4,MIA,1,17,28,60.7,116,4.1,116,3,0,2,Week 9,4,1,17,116,4.1,116,3,0,0,26,1,40,252,6.3,252,1,0,0,2,1,30,21,70,302,10.1,302,3,0,0,2,1,21,302,10.1,302,3,1,0,18,1,23,77,3.3,77,1,1,0,22,1,0,1,0,0,5,5,100,0,10,1,1,51,51,0,0,1,8,8,0,18,1,1,18,18,0,18,0,1,8,8,0,8,0,1
5,MIN,1,15,28,53.6,126,4.5,126,2,1,3,Week 9,5,1,15,126,4.5,126,2,0,0,16,1,30,137,4.6,137,0,0,0,7,1,41,23,56.1,245,6,245,2,1,2,7,1,23,245,6,245,2,0,0,24,1,22,56,2.5,56,0,0,0,11,1,2,2,100,0,2,2,100,0,8,1,6,310,51.7,0,0,2,11,5.5,0,22,1,1,13,13,0,13,0,2,11,5.5,0,10,0,1
6,NO,1,12,22,54.5,131,6,131,1,0,3,Week 9,6,1,12,131,6,131,1,1,0,23,1,40,188,4.7,188,2,1,0,12,1,30,20,66.7,195,6.5,195,1,1,4,12,1,20,195,6.5,195,1,0,0,26,1,15,48,3.2,48,0,0,0,7,1,2,2,100,0,1,1,100,0,19,1,5,232,46.4,0,0,1,8,8,0,20,1,2,33,16.5,0,20,0,1,8,8,0,8,0,0
7,IND,1,20,30,66.7,133,4.4,133,1,0,4,Week 9,7,1,20,133,4.4,133,1,2,1,6,1,28,70,2.5,70,0,2,1,26,1,29,15,51.7,43,1.5,43,0,1,9,26,1,15,43,1.5,43,0,0,0,17,1,22,78,3.5,78,0,0,0,12,1,1,2,50,0,0,0,0,1,21,1,8,348,43.5,0,0,4,30,7.5,0,10,1,2,46,23,0,24,0,4,30,7.5,0,12,0,0
8,PHI,1,13,22,59.1,135,6.1,135,2,2,3,Week 9,8,1,13,135,6.1,135,2,0,0,20,1,32,168,5.3,168,0,0,0,11,1,27,21,77.8,217,8,217,2,0,4,11,1,21,217,8,217,2,2,1,10,1,31,143,4.6,143,2,2,1,21,1,0,1,0,0,3,3,100,0,11,1,3,149,49.7,0,0,1,8,8,0,21,1,2,30,15,0,16,0,1,8,8,0,8,0,1
9,BUF,1,18,25,72,136,5.4,136,1,0,2,Week 9,9,1,18,136,5.4,136,1,2,1,22,1,34,174,5.1,174,1,2,1,13,1,34,18,52.9,183,5.4,183,0,2,5,13,1,18,183,5.4,183,0,2,0,12,1,22,134,6.1,134,2,2,0,13,1,1,2,50,0,2,2,100,0,2,1,2,111,55.5,0,0,1,18,18,0,26,1,1,0,0,0,0,0,1,18,18,0,18,0,0
10,GB,1,14,26,53.8,137,5.3,137,2,1,0,Week 9,10,1,14,137,5.3,137,2,1,0,13,1,31,117,3.8,117,0,1,0,3,1,43,23,53.5,283,6.6,283,1,3,1,3,1,23,283,6.6,283,1,2,0,15,1,25,106,4.2,106,0,2,0,20,1,1,1,100,0,0,0,0,1,26,1,1,31,31,0,0,1,10,10,0,4,1,1,33,33,0,33,0,1,10,10,0,10,0,0
11,TB,1,13,27,48.1,138,5.1,138,1,0,4,Week 9,11,1,13,138,5.1,138,1,3,0,5,1,24,68,2.8,68,0,3,0,4,1,58,36,62.1,272,4.7,272,1,0,1,4,1,36,272,4.7,272,1,0,0,25,1,20,51,2.6,51,0,0,0,2,1,3,4,75,0,1,1,100,0,1,1,6,357,59.5,0,0,8,82,10.3,0,9,1,1,25,25,0,25,0,8,82,10.3,0,17,0,1
12,SEA,1,25,35,71.4,140,4,140,2,0,5,Week 9,12,1,25,140,4,140,2,3,1,14,1,21,122,5.8,122,0,3,1,5,1,34,26,76.5,263,7.7,263,2,1,2,5,1,26,263,7.7,263,2,1,0,9,1,34,158,4.6,158,2,1,0,17,1,1,1,100,0,4,4,100,0,4,1,3,162,54,0,0,3,23,7.7,0,13,1,2,41,20.5,0,29,0,3,23,7.7,0,19,0,1
13,CIN,1,17,30,56.7,164,5.5,164,2,2,0,Week 9,13,1,17,164,5.5,164,2,1,1,4,1,18,64,3.6,64,1,1,1,10,1,31,25,80.6,223,7.2,223,1,0,2,10,1,25,223,7.2,223,1,1,0,2,1,39,241,6.2,241,5,1,0,23,1,0,1,0,0,6,6,100,0,24,1,3,120,40,0,0,3,52,17.3,0,23,1,3,37,12.3,0,22,0,3,52,17.3,0,27,0,1
14,NYJ,1,18,34,52.9,183,5.4,183,0,2,5,Week 9,14,1,18,183,5.4,183,0,2,0,15,1,22,134,6.1,134,2,2,0,18,1,25,18,72,136,5.4,136,1,0,2,18,1,18,136,5.4,136,1,2,1,5,1,34,174,5.1,174,1,2,1,8,1,2,2,100,0,2,2,100,0,12,1,3,147,49,0,0,0,0,0,1,15,1,2,40,20,0,22,0,0,0,0,1,0,0,1
15,BAL,1,20,30,66.7,195,6.5,195,1,1,4,Week 9,15,1,20,195,6.5,195,1,0,0,1,1,15,48,3.2,48,0,0,0,21,1,22,12,54.5,131,6,131,1,0,3,21,1,12,131,6,131,1,1,0,4,1,40,188,4.7,188,2,1,0,9,1,2,2,100,0,3,3,100,0,15,1,4,193,48.3,0,0,0,0,0,1,25,1,1,9,9,0,9,0,0,0,0,1,0,0,1
16,HOU,1,21,27,77.8,217,8,217,2,0,4,Week 9,16,1,21,217,8,217,2,2,1,17,1,31,143,4.6,143,2,2,1,19,1,22,13,59.1,135,6.1,135,2,2,3,19,1,13,135,6.1,135,2,0,0,7,1,32,168,5.3,168,0,0,0,18,1,1,1,100,0,2,2,100,0,7,1,4,208,52,0,0,1,-2,-2,0,1,1,0,0,0,1,0,0,1,-2,-2,0,0,0,0
17,CAR,1,25,31,80.6,223,7.2,223,1,0,2,Week 9,17,1,25,223,7.2,223,1,1,0,25,1,39,241,6.2,241,5,1,0,14,1,30,17,56.7,164,5.5,164,2,2,0,14,1,17,164,5.5,164,2,1,1,23,1,18,64,3.6,64,1,1,1,24,1,0,0,0,1,3,3,100,0,5,1,5,270,54,0,0,1,5,5,0,6,1,3,96,32,0,66,0,1,5,5,0,5,0,0
18,LV,1,25,31,80.6,235,7.6,235,1,0,0,Week 9,18,1,25,235,7.6,235,1,1,1,19,1,37,168,4.5,168,2,1,1,6,1,36,21,58.3,248,6.9,248,2,0,2,6,1,21,248,6.9,248,2,1,1,20,1,19,73,3.8,73,0,1,1,6,1,2,2,100,0,2,2,100,0,13,1,4,196,49,0,0,3,29,9.7,0,24,1,2,21,10.5,0,14,0,3,29,9.7,0,17,0,0
19,WAS,1,23,41,56.1,245,6,245,2,1,2,Week 9,20,1,23,245,6,245,2,0,0,3,1,22,56,2.5,56,0,0,0,22,1,28,15,53.6,126,4.5,126,2,1,3,22,1,15,126,4.5,126,2,0,0,11,1,30,137,4.6,137,0,0,0,19,1,1,1,100,0,2,2,100,0,16,1,5,240,48,0,0,5,41,8.2,0,3,1,2,68,34,0,45,0,5,41,8.2,0,17,0,0
20,ATL,1,30,43,69.8,245,5.7,245,1,1,0,Week 9,19,1,30,245,5.7,245,1,1,1,11,1,24,91,3.8,91,1,1,1,24,1,23,12,52.2,114,5,114,0,0,2,24,1,12,114,5,114,0,2,2,3,1,35,201,5.7,201,2,2,2,14,1,1,2,50,0,2,2,100,0,9,1,4,204,51,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
21,JAX,1,21,36,58.3,248,6.9,248,2,0,2,Week 9,21,1,21,248,6.9,248,2,1,1,7,1,19,73,3.8,73,0,1,1,9,1,31,25,80.6,235,7.6,235,1,0,0,9,1,25,235,7.6,235,1,1,1,8,1,37,168,4.5,168,2,1,1,3,1,2,3,66.7,0,3,3,100,0,3,1,3,163,54.3,0,0,2,16,8,0,7,1,2,62,31,0,52,0,2,16,8,0,13,0,1
22,AZ,1,26,34,76.5,263,7.7,263,2,1,2,Week 9,22,1,26,263,7.7,263,2,1,0,18,1,34,158,4.6,158,2,1,0,15,1,35,25,71.4,140,4,140,2,0,5,15,1,25,140,4,140,2,3,1,13,1,21,122,5.8,122,0,3,1,25,1,0,0,0,1,3,3,100,0,17,1,6,288,48,0,0,2,7,3.5,0,14,1,4,81,20.3,0,29,0,2,7,3.5,0,7,0,0
23,LAR,1,36,58,62.1,272,4.7,272,1,0,1,Week 9,23,1,36,272,4.7,272,1,0,0,2,1,20,51,2.6,51,0,0,0,16,1,27,13,48.1,138,5.1,138,1,0,4,16,1,13,138,5.1,138,1,3,0,22,1,24,68,2.8,68,0,3,0,10,1,2,2,100,0,1,1,100,0,6,1,9,477,53,0,0,2,12,6,0,12,1,3,63,21,0,29,0,2,12,6,0,12,0,0
24,DET,1,23,43,53.5,283,6.6,283,1,3,1,Week 9,24,1,23,283,6.6,283,1,2,0,12,1,25,106,4.2,106,0,2,0,17,1,26,14,53.8,137,5.3,137,2,1,0,17,1,14,137,5.3,137,2,1,0,14,1,31,117,3.8,117,0,1,0,26,1,0,0,0,1,1,1,100,0,20,1,3,136,45.3,0,0,0,0,0,1,11,1,3,66,22,0,25,0,0,0,0,1,0,0,1
25,CHI,1,21,30,70,302,10.1,302,3,0,0,Week 9,25,1,21,302,10.1,302,3,1,0,8,1,23,77,3.3,77,1,1,0,23,1,28,17,60.7,116,4.1,116,3,0,2,23,1,17,116,4.1,116,3,0,0,1,1,40,252,6.3,252,1,0,0,16,1,1,1,100,0,3,3,100,0,23,1,2,83,41.5,0,0,1,2,2,0,8,1,1,30,30,0,30,0,1,2,2,0,2,0,0
26,TEN,1,43,68,63.2,422,6.2,422,1,1,4,Week 9,26,1,43,422,6.2,422,1,0,0,9,1,19,77,4.1,77,1,0,0,25,1,16,5,31.3,57,3.6,57,0,0,3,25,1,5,57,3.6,57,0,0,0,6,1,29,172,5.9,172,2,0,0,15,1,1,1,100,0,2,2,100,0,14,1,8,390,48.8,0,0,2,11,5.5,0,17,1,4,72,18,0,22,0,2,11,5.5,0,11,0,0
1,ATL,1,10,16,62.5,101,6.3,101,0,0,1,Week 10,1,1,10,101,6.3,101,0,0,0,27,1,47,232,4.9,232,2,0,0,26,1,30,19,63.3,153,5.1,153,2,1,5,26,1,19,153,5.1,153,2,0,0,15,1,25,138,5.5,138,0,0,0,16,1,1,1,100,0,2,0,0,0,27,1,5,174,34.8,0,0,2,23,11.5,0,10,1,4,96,24,0,32,0,2,23,11.5,0,14,0,0
2,DET,1,12,20,60,150,7.5,150,2,1,3,Week 10,2,1,12,150,7.5,150,2,1,0,28,1,35,258,7.4,258,2,1,0,14,1,26,19,73.1,228,8.8,228,1,0,2,14,1,19,228,8.8,228,1,1,0,18,1,31,95,3.1,95,2,1,0,23,1,1,1,100,0,4,4,100,0,15,1,4,185,46.3,0,0,0,0,0,1,1,1,1,39,39,0,39,0,0,0,0,1,0,0,1
3,CAR,1,19,30,63.3,153,5.1,153,2,1,5,Week 10,3,1,19,153,5.1,153,2,0,0,14,1,25,138,5.5,138,0,0,0,28,1,16,10,62.5,101,6.3,101,0,0,1,28,1,10,101,6.3,101,0,0,0,2,1,47,232,4.9,232,2,0,0,2,1,4,4,100,0,2,1,50,0,20,1,5,216,43.2,0,0,0,0,0,1,26,1,1,9,9,0,9,0,0,0,0,1,0,0,1
4,PIT,1,17,28,60.7,157,5.6,157,1,2,2,Week 10,4,1,17,157,5.6,157,1,2,0,1,1,15,29,1.9,29,0,2,0,24,1,30,18,60,162,5.4,162,0,0,6,24,1,18,162,5.4,162,0,1,0,3,1,43,217,5,217,2,1,0,7,1,2,4,50,0,2,2,100,0,22,1,3,123,41,0,0,1,3,3,0,9,1,1,27,27,0,27,0,1,3,3,0,3,0,1
5,NO,1,18,30,60,162,5.4,162,0,0,6,Week 10,5,1,18,162,5.4,162,0,1,0,26,1,43,217,5,217,2,1,0,25,1,28,17,60.7,157,5.6,157,1,2,2,25,1,17,157,5.6,157,1,2,0,28,1,15,29,1.9,29,0,2,0,13,1,1,1,100,0,1,1,100,0,5,1,5,259,51.8,0,0,0,0,0,1,11,1,4,93,23.3,0,31,0,0,0,0,1,0,0,0
6,WAS,1,17,26,65.4,170,6.5,170,2,1,1,Week 10,6,1,17,170,6.5,170,2,3,3,10,1,20,94,4.7,94,1,3,3,21,1,29,17,58.6,178,6.1,178,0,1,3,21,1,17,178,6.1,178,0,2,1,13,1,49,152,3.1,152,2,2,1,1,1,4,4,100,0,2,2,100,0,19,1,2,87,43.5,0,0,1,12,12,0,24,1,1,14,14,0,14,0,1,12,12,0,12,0,1
7,HOU,1,13,17,76.5,176,10.4,176,2,0,3,Week 10,7,1,13,176,10.4,176,2,0,0,22,1,47,191,4.1,191,1,0,0,5,1,37,22,59.5,286,7.7,286,1,1,4,5,1,22,286,7.7,286,1,2,1,17,1,19,101,5.3,101,0,2,1,5,1,3,3,100,0,1,1,100,0,16,1,5,229,45.8,0,0,3,17,5.7,0,4,1,1,32,32,0,32,0,3,17,5.7,0,13,0,0
8,PHI,1,17,29,58.6,178,6.1,178,0,1,3,Week 10,8,1,17,178,6.1,178,0,2,1,16,1,49,152,3.1,152,2,2,1,23,1,26,17,65.4,170,6.5,170,2,1,1,23,1,17,170,6.5,170,2,3,3,19,1,20,94,4.7,94,1,3,3,25,1,0,0,0,1,3,3,100,0,13,1,3,141,47,0,0,1,5,5,0,18,1,2,40,20,0,20,0,1,5,5,0,5,0,0
9,MIA,1,22,35,62.9,185,5.3,185,1,0,3,Week 10,9,1,22,185,5.3,185,1,1,1,13,1,24,112,4.7,112,1,1,1,4,1,33,26,78.8,296,9,296,3,0,1,4,1,26,296,9,296,3,1,0,6,1,33,195,5.9,195,2,1,0,9,1,2,2,100,0,5,3,60,0,1,1,0,0,0,1,0,1,8,8,0,19,1,3,60,20,0,24,0,1,8,8,0,8,0,1
10,SF,1,21,37,56.8,187,5.1,187,1,1,3,Week 10,10,1,21,187,5.1,187,1,1,0,3,1,16,51,3.2,51,0,1,0,13,1,28,19,67.9,230,8.2,230,0,0,1,13,1,19,230,8.2,230,0,1,1,11,1,41,157,3.8,157,2,1,1,6,1,3,3,100,0,2,1,50,0,28,1,4,132,33,0,0,0,0,0,1,6,1,1,29,29,0,29,0,0,0,0,1,0,0,1
11,AZ,1,25,37,67.6,190,5.1,190,1,1,3,Week 10,11,1,25,190,5.1,190,1,2,1,6,1,20,66,3.3,66,1,2,1,15,1,37,26,70.3,220,5.9,220,1,0,2,15,1,26,220,5.9,220,1,3,0,20,1,26,78,3,78,2,3,0,11,1,2,2,100,0,3,3,100,0,12,1,5,237,47.4,0,0,3,40,13.3,0,28,1,2,14,7,0,10,0,3,40,13.3,0,17,0,1
12,DAL,1,14,20,70,208,10.4,208,3,0,2,Week 10,13,1,14,208,10.4,208,3,3,2,24,1,39,207,5.3,207,1,3,2,6,1,46,27,58.7,262,5.7,262,3,2,2,6,1,27,262,5.7,262,3,1,0,10,1,31,159,5.1,159,1,1,0,26,1,0,0,0,1,4,4,100,0,10,1,5,246,49.2,0,0,2,11,5.5,0,13,1,3,65,21.7,0,36,0,2,11,5.5,0,11,0,0
13,LV,1,21,28,75,208,7.4,208,1,0,1,Week 10,12,1,21,208,7.4,208,1,2,1,25,1,30,207,6.9,207,2,2,1,12,1,38,24,63.2,232,6.1,232,2,0,2,12,1,24,232,6.1,232,2,1,0,21,1,24,77,3.2,77,1,1,0,27,1,0,0,0,1,2,2,100,0,3,1,5,294,58.8,0,0,2,17,8.5,0,7,1,3,86,28.7,0,30,0,2,17,8.5,0,9,0,0
14,LAR,1,26,37,70.3,220,5.9,220,1,0,2,Week 10,14,1,26,220,5.9,220,1,3,0,9,1,26,78,3,78,2,3,0,18,1,37,25,67.6,190,5.1,190,1,1,3,18,1,25,190,5.1,190,1,2,1,23,1,20,66,3.3,66,1,2,1,19,1,1,1,100,0,2,2,100,0,8,1,5,252,50.4,0,0,3,30,10,0,22,1,2,32,16,0,17,0,3,30,10,0,18,0,0
15,CHI,1,19,26,73.1,228,8.8,228,1,0,2,Week 10,15,1,19,228,8.8,228,1,1,0,11,1,31,95,3.1,95,2,1,0,27,1,20,12,60,150,7.5,150,2,1,3,27,1,12,150,7.5,150,2,1,0,1,1,35,258,7.4,258,2,1,0,12,1,1,1,100,0,4,3,75,0,21,1,3,129,43,0,0,3,44,14.7,0,3,1,2,67,33.5,0,50,0,3,44,14.7,0,18,0,0
16,LAC,1,19,28,67.9,230,8.2,230,0,0,1,Week 10,16,1,19,230,8.2,230,0,1,1,18,1,41,157,3.8,157,2,1,1,19,1,37,21,56.8,187,5.1,187,1,1,3,19,1,21,187,5.1,187,1,1,0,26,1,16,51,3.2,51,0,1,0,4,1,3,3,100,0,1,1,100,0,25,1,5,200,40,0,0,0,0,0,1,23,1,2,30,15,0,17,0,0,0,0,1,0,0,0
17,IND,1,24,38,63.2,232,6.1,232,2,0,2,Week 10,17,1,24,232,6.1,232,2,1,0,8,1,24,77,3.2,77,1,1,0,17,1,28,21,75,208,7.4,208,1,0,1,16,1,21,208,7.4,208,1,2,1,4,1,30,207,6.9,207,2,2,1,8,1,2,3,66.7,0,1,1,100,0,11,1,3,143,47.7,0,0,3,27,9,0,15,1,1,21,21,0,21,0,3,27,9,0,14,0,1
